id,committees,congress,bill_type,bill_number,bill_version,title,text_length,policy_area,legislative_subjects
118sres445ats,['Finance Committee'],118.0,Senate Simple Resolution,445.0,Agreed to (Senate),Recognizing the importance of the economic relationship between the United States and Israel and affirming that trade facilitated by the United States-Israel Free Trade Agreement is a tool to support the economy of Israel during the conflict with Hamas.,585.0,Foreign Trade and International Finance,"['Arab-Israeli relations', 'Free trade and trade barriers', 'Israel', 'Middle East', 'Normal trade relations, most-favored-nation treatment', 'Trade agreements and negotiations']"
118sres43is,"['Rules and Administration Committee', 'Homeland Security and Governmental Affairs Committee']",118.0,Senate Simple Resolution,43.0,Introduced (Senate),Authorizing expenditures by the Committee on Homeland Security and Governmental Affairs.,10550.0,Congress,"['Congressional committees', 'Senate Committee on Homeland Security and Governmental Affairs']"
118sres274is,"['Commerce, Science, and Transportation Committee']",118.0,Senate Simple Resolution,274.0,Introduced (Senate),Expressing the sense of the Senate to reduce traffic fatalities to zero by 2050.,1080.0,Transportation and Public Works,"['Accidents', 'Roads and highways', 'Transportation safety and security']"
118sres114is,['Foreign Relations Committee'],118.0,Senate Simple Resolution,114.0,Introduced (Senate),"Urging the Government of Thailand to protect and uphold democracy, human rights, the rule of law, and rights to freedom of peaceful assembly and freedom of expression, and for other purposes.",2714.0,International Affairs,"['Asia', 'Computer security and identity theft', 'Detention of persons', 'Diplomacy, foreign officials, Americans abroad', 'Elections, voting, political campaign regulation', 'Human rights', 'News media and reporting', 'Protest and dissent', 'Rule of law and government transparency', 'Sovereignty, recognition, national governance and status', 'Thailand']"
118sres26is,['Armed Services Committee'],118.0,Senate Simple Resolution,26.0,Introduced (Senate),Honoring the 106th anniversary of Selfridge Air National Guard Base and the contributions of Selfridge Air National Guard Base to the military and national security of the United States.,682.0,Armed Forces and National Security,"['Congressional tributes', 'Michigan', 'Military facilities and property']"
118sres238ats,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,238.0,Agreed to (Senate),Expressing support for recognizing September 20 as National Service Dog Day.,544.0,Health,"['Commemorative events and holidays', 'Service animals']"
118sres223ats,['Judiciary Committee'],118.0,Senate Simple Resolution,223.0,Agreed to (Senate),"Designating the week of May 21 through May 27, 2023, as National Public Works Week.",737.0,Transportation and Public Works,"['Commemorative events and holidays', 'Congressional tributes', 'Infrastructure development']"
118sres47is,"['Rules and Administration Committee', 'Banking, Housing, and Urban Affairs Committee']",118.0,Senate Simple Resolution,47.0,Introduced (Senate),"Authorizing expenditures by the Committee on Banking, Housing, and Urban Affairs.",4058.0,Congress,"['Congressional committees', 'Senate Committee on Banking, Housing, and Urban Affairs']"
118sres464is,['Judiciary Committee'],118.0,Senate Simple Resolution,464.0,Introduced (Senate),Supporting the goals and principles of Transgender Day of Remembrance by recognizing the epidemic of violence toward transgender people and memorializing the lives lost this year.,1003.0,"Civil Rights and Liberties, Minority Issues","['Commemorative events and holidays', 'Congressional tributes', 'Crime victims', 'Hate crimes', 'Sex, gender, sexual orientation discrimination', 'Violent crime']"
118sres467is,['Judiciary Committee'],118.0,Senate Simple Resolution,467.0,Introduced (Senate),"Recognizing the first commemoration of the anti-LGBTQ+ attack that occurred on November 19–20, 2022, at Club Q, an LGBTQ+ bar in Colorado Springs, Colorado.",373.0,Crime and Law Enforcement,"['Congressional tributes', 'Veterans']"
118sres203ats,['Judiciary Committee'],118.0,Senate Simple Resolution,203.0,Agreed to (Senate),Recognizing the significance of Jewish American Heritage Month as a time to celebrate the contributions of Jewish Americans to the society and culture of the United States.,440.0,"Arts, Culture, Religion","['Commemorative events and holidays', 'Congressional tributes', 'Religion']"
118sres371is,"['Agriculture, Nutrition, and Forestry Committee']",118.0,Senate Simple Resolution,371.0,Introduced (Senate),"Supporting the designation of the week of September 18 through September 22, 2023, as Malnutrition Awareness Week.",1717.0,Health,"['Child health', 'Commemorative events and holidays', 'Health personnel', 'Health promotion and preventive care', 'Medical research', 'Nutrition and diet']"
118sres113is,"['Agriculture, Nutrition, and Forestry Committee']",118.0,Senate Simple Resolution,113.0,Introduced (Senate),Recognizing the need for greater access to rural and agricultural media programming.,156.0,Agriculture and Food,"['News media and reporting', 'Rural conditions and development', 'Television and film']"
118sres360ats,['Judiciary Committee'],118.0,Senate Simple Resolution,360.0,Agreed to (Senate),"Designating the week of September 25 through September 29, 2023, as National Hazing Awareness Week.",362.0,Education,"['Commemorative events and holidays', 'Higher education', 'School administration', 'School athletics']"
118sres75rs,['Foreign Relations Committee'],118.0,Senate Simple Resolution,75.0,Reported in (Senate),Reaffirming the state of Arunachal Pradesh as Indian territory and condemning the People's Republic of China's provocations in South Asia.,4341.0,International Affairs,"['Asia', 'China', 'Foreign aid and international relief', 'India', 'Military assistance, sales, and agreements', 'South Asia', 'Sovereignty, recognition, national governance and status']"
118sres276is,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,276.0,Introduced (Senate),"Expressing opposition to the use of State power against people in the United States seeking essential health care, including criminalization of the full range of sexual and reproductive health care such as abortion, gender-affirming care, and contraceptive care, and disapproving of State punishment of people for their pregnancy outcomes.",1108.0,Health,"['Abortion', 'Health care coverage and access', 'Health care quality', 'Health information and medical records', 'Right of privacy', 'Sex and reproductive health', 'Sex, gender, sexual orientation discrimination', 'Women']"
118sres74is,['Foreign Relations Committee'],118.0,Senate Simple Resolution,74.0,Introduced (Senate),Condemning the Government of Iran’s state-sponsored persecution of the Baha’i minority and its continued violation of the International Covenants on Human Rights.,1276.0,International Affairs,"['Detention of persons', 'Diplomacy, foreign officials, Americans abroad', 'Due process and equal protection', 'Higher education', 'Human rights', 'Iran', 'Middle East', 'Presidents and presidential powers, Vice Presidents', 'Religion', 'Sanctions', 'Sovereignty, recognition, national governance and status']"
118sres184is,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,184.0,Introduced (Senate),Expressing support for the designation of April 2023 as Parkinson’s Awareness Month.,635.0,Health,"['Commemorative events and holidays', 'Medical research', 'Neurological disorders', 'Research administration and funding']"
118sres408ats,['Foreign Relations Committee'],118.0,Senate Simple Resolution,408.0,Agreed to (Senate),"Condemning Hamas for its premeditated, coordinated, and brutal terrorist attacks on Israel and demanding that Hamas immediately release all hostages and return them to safety, and for other purposes. ",660.0,International Affairs,"['Arab-Israeli relations', 'Conflicts and wars', 'Detention of persons', 'Human rights', 'Israel', 'Middle East', 'Palestinians', 'Terrorism', 'War crimes, genocide, crimes against humanity']"
118sres310ats,"['Commerce, Science, and Transportation Committee']",118.0,Senate Simple Resolution,310.0,Agreed to (Senate),Recognizing the Motorcycle Safety Foundation for 50 years of safety education.,163.0,Transportation and Public Works,"['Commemorative events and holidays', 'Motor vehicles', 'Social work, volunteer service, charitable organizations', 'Transportation safety and security']"
118sres25is,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,25.0,Introduced (Senate),Recognizing January 2023 as National Mentoring Month.,854.0,Education,"['Child care and development', 'Commemorative events and holidays', 'Congressional tributes', 'Educational guidance', 'Elementary and secondary education', 'Social work, volunteer service, charitable organizations']"
118sres82is,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,82.0,Introduced (Senate),Congratulating the National Treasury Employees Union on its 85th anniversary and commending the dedication shown Federal employees and continued service provided by the National Treasury Employees Union and the members of the National Treasury Employees Union.,289.0,Labor and Employment,"['Congressional tributes', 'Government employee pay, benefits, personnel management', 'Labor-management relations']"
118sres133is,['Armed Services Committee'],118.0,Senate Simple Resolution,133.0,Introduced (Senate),Honoring the 30th anniversary of the National Guard Youth Challenge Program.,496.0,Armed Forces and National Security,"['Congressional tributes', 'National Guard and reserves', 'National and community service']"
118sres73is,['Judiciary Committee'],118.0,Senate Simple Resolution,73.0,Introduced (Senate),"Designating February 16, 2023, as International Black Aviation Professionals Day.",824.0,Transportation and Public Works,"['Aviation and airports', 'Commemorative events and holidays', 'Congressional tributes', 'Racial and ethnic relations']"
118sres206ats,['Judiciary Committee'],118.0,Senate Simple Resolution,206.0,Agreed to (Senate),"Designating June 10, 2023, as Veterans Get Outside Day. ",290.0,Armed Forces and National Security,"['Commemorative events and holidays', 'Community life and organization', 'Veterans']"
118sres624is,['Rules and Administration Committee'],118.0,Senate Simple Resolution,624.0,Introduced (Senate),"To provide for related procedures concerning the articles of impeachment against Alejandro Nicholas Mayorkas, Secretary of Homeland Security. ",5833.0,Congress,"['Border security and unlawful immigration', 'Congressional oversight', 'Congressional-executive branch relations', 'Evidence and witnesses', 'Government ethics and transparency, public corruption', 'Legislative rules and procedure']"
118sres34is,"['Rules and Administration Committee', 'Aging (Special) Committee']",118.0,Senate Simple Resolution,34.0,Introduced (Senate),Authorizing expenditures by the Special Committee on Aging.,3901.0,Congress,"['Congressional committees', 'Senate Special Committee on Aging']"
118sres121is,['Judiciary Committee'],118.0,Senate Simple Resolution,121.0,Introduced (Senate),"Designating April 5, 2023, as Gold Star Wives Day.",770.0,Armed Forces and National Security,"['Commemorative events and holidays', 'Conflicts and wars', 'Congressional tributes', 'Military operations and strategy', 'Military personnel and dependents', 'Veterans']"
118sres59ats,['Rules and Administration Committee'],118.0,Senate Simple Resolution,59.0,Agreed to (Senate),"Authorizing expenditures by committees of the Senate for the periods March 1, 2023, through September 30, 2023, October 1, 2023, through September 30, 2024, and October 1, 2024, through February 28, 2025.",57450.0,Congress,"['Congressional committees', 'Senate Committee on Agriculture, Nutrition, and Forestry', 'Senate Committee on Armed Services', 'Senate Committee on Banking, Housing, and Urban Affairs', 'Senate Committee on Commerce, Science, and Transportation', 'Senate Committee on Energy and Natural Resources', 'Senate Committee on Environment and Public Works', 'Senate Committee on Finance', 'Senate Committee on Foreign Relations', 'Senate Committee on Health, Education, Labor, and Pensions', 'Senate Committee on Homeland Security and Governmental Affairs', 'Senate Committee on Indian Affairs', 'Senate Committee on Rules and Administration', 'Senate Committee on Small Business and Entrepreneurship', 'Senate Committee on Veterans', '', 'Senate Committee on the Judiciary', 'Senate Select Committee on Intelligence', 'Senate Special Committee on Aging']"
118sres23ats,['Foreign Relations Committee'],118.0,Senate Simple Resolution,23.0,Agreed to (Senate),Demanding that the Government of the People's Republic of China and the Communist Party of China immediately release Mark Swidan.,743.0,International Affairs,"['Asia', 'China', 'Detention of persons', 'Drug trafficking and controlled substances', 'Human rights']"
118sres125is,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,125.0,Introduced (Senate),"Supporting the goals and ideals of Social Work Month and World Social Work Day on March 21, 2023.",739.0,Social Welfare,"['Commemorative events and holidays', 'Social work, volunteer service, charitable organizations']"
118sres280is,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,280.0,Introduced (Senate),"Recognizing National Foster Care Month as an opportunity to raise awareness about the challenges of children in the foster care system, and encouraging Congress to implement policies to improve the lives of children in the foster care system.",1791.0,Families,"['Adoption and foster care', 'Commemorative events and holidays', 'Congressional tributes', 'Social work, volunteer service, charitable organizations']"
118sres50is,"['Rules and Administration Committee', 'Finance Committee']",118.0,Senate Simple Resolution,50.0,Introduced (Senate),Authorizing expenditures by the Committee on Finance.,3949.0,Congress,"['Congressional committees', 'Senate Committee on Finance']"
118sres53is,['Judiciary Committee'],118.0,Senate Simple Resolution,53.0,Introduced (Senate),Establishing a Women’s Bill of Rights to reaffirm legal protections afforded to women under Federal law.,1182.0,"Civil Rights and Liberties, Minority Issues","['Sex, gender, sexual orientation discrimination', 'State and local government operations']"
118sres288ats,['Judiciary Committee'],118.0,Senate Simple Resolution,288.0,Agreed to (Senate),Observing the 150th anniversary of Vanderbilt University.,515.0,Education,"['Commemorative events and holidays', 'Congressional tributes', 'Higher education', 'Tennessee']"
118sres40is,"['Rules and Administration Committee', 'Intelligence (Select) Committee']",118.0,Senate Simple Resolution,40.0,Introduced (Senate),Authorizing expenditures by the Select Committee on Intelligence.,3535.0,Congress,"['Congressional committees', 'Senate Select Committee on Intelligence']"
118sres151is,['Judiciary Committee'],118.0,Senate Simple Resolution,151.0,Introduced (Senate),"Recognizing March 31, 2023, as César Chávez Day in honor of the accomplishments and legacy of César Estrada Chávez.",382.0,"Civil Rights and Liberties, Minority Issues","['California', 'Commemorative events and holidays', 'Congressional tributes', 'Labor-management relations', 'Migrant, seasonal, agricultural labor']"
118sres583ats,['Judiciary Committee'],118.0,Senate Simple Resolution,583.0,Agreed to (Senate),Recognizing the 100th anniversary of the National League of Cities and the support it provides to municipalities across the United States.,378.0,Government Operations and Politics,"['Commemorative events and holidays', 'Intergovernmental relations', 'Social work, volunteer service, charitable organizations', 'State and local government operations']"
118sres504is,['Foreign Relations Committee'],118.0,Senate Simple Resolution,504.0,Introduced (Senate),Requesting information on Israel’s human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,4258.0,International Affairs,"['Conflicts and wars', 'Congressional oversight', 'Detention of persons', 'Diplomacy, foreign officials, Americans abroad', 'Foreign aid and international relief', 'Gaza Strip', 'Human rights', 'Israel', 'Middle East', 'Military assistance, sales, and agreements', 'Palestinians', 'West Bank']"
118sres127is,['Judiciary Committee'],118.0,Senate Simple Resolution,127.0,Introduced (Senate),"Condemning the horrific school shooting at The Covenant School in Nashville, Tennessee, as a hate crime, and recognizing the victims and expressing condolences to their families.",1048.0,Crime and Law Enforcement,"['Congressional tributes', 'Crime victims', 'First responders and emergency personnel', 'Hate crimes', 'Health personnel', 'Law enforcement officers', 'Religion', 'Tennessee']"
118sres423ats,"['Commerce, Science, and Transportation Committee']",118.0,Senate Simple Resolution,423.0,Agreed to (Senate),Recognizing the University of Iowa women’s basketball team’s historic Crossover at Kinnick game and the importance of women's sports.,613.0,Sports and Recreation,"['Athletes', 'Congressional tributes', 'Higher education', 'Iowa', 'School athletics']"
118sres174ats,['Foreign Relations Committee'],118.0,Senate Simple Resolution,174.0,Agreed to (Senate),"Condemning the human rights record of the Government of the Kingdom of Eswatini and the brutal killing of Eswatini activist Thulani Maseko on January 21, 2023. ",2267.0,International Affairs,"['Africa', 'Diplomacy, foreign officials, Americans abroad', 'Eswatini', 'Government ethics and transparency, public corruption', 'Human rights', 'Political parties and affiliation', 'Sanctions', 'Violent crime']"
118sres153is,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,153.0,Introduced (Senate),Recognizing the roles and the contributions of care workers in the United States and expressing support for the designation of April 2023 as Care Worker Recognition Month.,816.0,Labor and Employment,"['Adult day care', 'Aging', 'Child care and development', 'Commemorative events and holidays', 'Economic development', 'Home and outpatient care', 'Preschool education']"
118sres106rs,['Foreign Relations Committee'],118.0,Senate Simple Resolution,106.0,Reported in (Senate),Condemning Beijing’s destruction of Hong Kong’s democracy and rule of law.,4191.0,International Affairs,"['Asia', 'China', 'Elections, voting, political campaign regulation', 'Hong Kong', 'Human rights', 'Protest and dissent', 'Rule of law and government transparency']"
118sres99rs,['Foreign Relations Committee'],118.0,Senate Simple Resolution,99.0,Reported in (Senate),Supporting the goals of International Women’s Day.,1815.0,International Affairs,"['Commemorative events and holidays', 'Crimes against women', 'Economic development', 'Human rights', 'Racial and ethnic relations', 'Religion', 'Sex, gender, sexual orientation discrimination', 'Violent crime', 'Women', '', 's rights']"
118sres52is,"['Rules and Administration Committee', 'Budget Committee']",118.0,Senate Simple Resolution,52.0,Introduced (Senate),Authorizing expenditures by the Committee on the Budget.,4041.0,Congress,"['Congressional committees', 'Senate Committee on the Budget']"
118sres269ats,['Judiciary Committee'],118.0,Senate Simple Resolution,269.0,Agreed to (Senate),"Designating July 22, 2023, as National Day of the American Cowboy.",201.0,"Arts, Culture, Religion","['Commemorative events and holidays', 'Migrant, seasonal, agricultural labor', 'U.S. history']"
118sres529ats,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,529.0,Agreed to (Senate),Recognizing January 2024 as National Mentoring Month.,895.0,Education,"['Child care and development', 'Commemorative events and holidays', 'Congressional tributes', 'Educational guidance', 'Elementary and secondary education', 'Social work, volunteer service, charitable organizations']"
118sres528ats,['Judiciary Committee'],118.0,Senate Simple Resolution,528.0,Agreed to (Senate),Raising awareness and encouraging the prevention of stalking by designating January 2024 as National Stalking Awareness Month.,802.0,Crime and Law Enforcement,"['Assault and harassment offenses', 'Commemorative events and holidays', 'Congressional tributes', 'Crime victims', 'Criminal investigation, prosecution, interrogation', 'Law enforcement officers']"
118sres208ats,['Judiciary Committee'],118.0,Senate Simple Resolution,208.0,Agreed to (Senate),"Expressing support for the designation of November 12, 2023, as National Warrior Call Day and recognizing the importance of connecting warriors in the United States to support structures necessary to transition from the battlefield, especially peer-to-peer connection.",675.0,Armed Forces and National Security,"['Commemorative events and holidays', 'Health care coverage and access', 'Health promotion and preventive care', 'Mental health', 'Military personnel and dependents', 'Veterans', 'Veterans']"
118sres209ats,['Judiciary Committee'],118.0,Senate Simple Resolution,209.0,Agreed to (Senate),"Recognizing the significance of Asian American, Native Hawaiian, and Pacific Islander Heritage Month as an important time to celebrate the significant contributions of Asian Americans, Native Hawaiians, and Pacific Islanders to the history of the United States.",435.0,Native Americans,"['Alaska Natives and Hawaiians', 'Asia', 'Commemorative events and holidays', 'Congressional tributes', 'Racial and ethnic relations', 'U.S. history']"
118sres520ats,"['Commerce, Science, and Transportation Committee']",118.0,Senate Simple Resolution,520.0,Agreed to (Senate),Congratulating the University of Michigan Wolverines football team for winning the 2024 National Collegiate Athletic Association College Football National Championship.,651.0,Sports and Recreation,"['Athletes', 'Congressional tributes', 'Higher education', 'Michigan', 'School athletics']"
118sres515is,['Foreign Relations Committee'],118.0,Senate Simple Resolution,515.0,Introduced (Senate),Condemning attacks by Iranian military proxies on the Armed Forces of the United States in Iraq and Syria and emphasizing the urgency of responding to and deterring such attacks.,1752.0,International Affairs,"['Commemorative events and holidays', 'Educational guidance', 'Elementary and secondary education', 'Employment and training programs', 'Teaching, teachers, curricula', 'Vocational and technical education']"
118sres180is,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,180.0,Introduced (Senate),"Expressing support for the designation of April 30, 2023, as National Adult Hepatitis B Vaccination Awareness Day. ",798.0,Health,"['Commemorative events and holidays', 'Health promotion and preventive care', 'Immunology and vaccination', 'Infectious and parasitic diseases']"
118sres283is,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,283.0,Introduced (Senate),"Recognizing June 28, 2023, as the 125th anniversary of the American Association of Colleges of Osteopathic Medicine and commending the work of the association to improve the health of the people of the United States.",505.0,Health,"['Commemorative events and holidays', 'Health personnel', 'Health promotion and preventive care', 'Medical education', 'Musculoskeletal and skin diseases']"
118sres567ats,"['Health, Education, Labor, and Pensions Committee']",118.0,Senate Simple Resolution,567.0,Agreed to (Senate),"Recognizing the seriousness of widespread health care worker burnout in the United States and the need to strengthen health workforce well-being, and expressing support for the designation of March 18, 2024, as the inaugural Health Workforce Well-Being Day of Awareness. ",1636.0,Health,"['Health personnel', 'Health promotion and preventive care', 'Mental health']"
118sres126ats,['Foreign Relations Committee'],118.0,Senate Simple Resolution,126.0,Agreed to (Senate),Recognizing the vital importance of the Mekong River to Southeast Asia and the role of the Mekong-United States Partnership in supporting the prosperity of the region.,4570.0,International Affairs,"['Asia', 'Burma', 'Cambodia', 'Conflicts and wars', 'Crime prevention', 'Cultural exchanges and relations', 'Economic development', 'Foreign aid and international relief', 'Freedom of information', 'Human rights', 'Infrastructure development', 'Lakes and rivers', 'Land use and conservation', 'Laos', 'News media and reporting', 'Thailand', 'Vietnam']"
118sres65is,['Finance Committee'],118.0,Senate Simple Resolution,65.0,Introduced (Senate),Opposing a national sales tax on working families and supporting a tax cut to benefit the middle class.,657.0,Taxation,"['Budget deficits and national debt', 'Medicaid', 'Medicare', 'Sales and excise taxes', 'Social security and elderly assistance', 'Veterans']"
118sres496ats,['Judiciary Committee'],118.0,Senate Simple Resolution,496.0,Agreed to (Senate),"Designating September 2023 as National Cholesterol Education Month and September 30, 2023, as LDL–C Awareness Day.",491.0,Health,"['Cardiovascular and respiratory health', 'Commemorative events and holidays', 'Health promotion and preventive care']"
118sres166ats,"['Commerce, Science, and Transportation Committee']",118.0,Senate Simple Resolution,166.0,Agreed to (Senate),Honoring the efforts of the Coast Guard for excellence in maritime border security.,288.0,Transportation and Public Works,"['Border security and unlawful immigration', 'Congressional tributes', 'Department of Defense']"
118sres427ats,['Judiciary Committee'],118.0,Senate Simple Resolution,427.0,Agreed to (Senate),"Calling on Congress, schools, and State and local educational agencies to recognize the significant educational implications of dyslexia that must be addressed, and designating October 2023 as National Dyslexia Awareness Month.",251.0,Education,"['Commemorative events and holidays', 'Elementary and secondary education', 'Neurological disorders', 'Special education']"
118hconres100enr,[],118.0,House Concurrent Resolution,100.0,Enrolled,Directing the Clerk of the House of Representatives to make a correction in the enrollment of H.R. 2882.,271.0,Congress,"['Appropriations', 'Legislative rules and procedure']"
118hconres1eh,[],118.0,House Concurrent Resolution,1.0,Engrossed (House),Regarding consent to assemble outside the seat of government.,498.0,Congress,['Congressional operations and organization']
118hconres94enr,[],118.0,House Concurrent Resolution,94.0,Enrolled,Directing the Clerk of the House of Representatives to make a correction in the enrollment of H.R. 4366.,263.0,Congress,"['Appropriations', 'Legislative rules and procedure']"
118hconres11enr,[],118.0,House Concurrent Resolution,11.0,Enrolled,Providing for a joint session of Congress to receive a message from the President.,245.0,Congress,"['Congressional operations and organization', 'Presidents and presidential powers, Vice Presidents']"
118hconres93enr,[],118.0,House Concurrent Resolution,93.0,Enrolled,Providing for a joint session of Congress to receive a message from the President.,243.0,Congress,"['Congressional operations and organization', 'Presidents and presidential powers, Vice Presidents']"
118hres1eh,[],118.0,House Simple Resolution,1.0,Engrossed (House),,403.0,Congress,"['Congressional officers and employees', 'House of Representatives', 'Members of Congress']"
118hres15eh,[],118.0,House Simple Resolution,15.0,Engrossed (House),,1042.0,Congress,"['Congressional committees', 'House Committee on Agriculture', 'House Committee on Appropriations', 'House Committee on Armed Services', 'House Committee on Education and the Workforce', 'House Committee on Energy and Commerce', 'House Committee on Financial Services', 'House Committee on Foreign Affairs', 'House Committee on Homeland Security', 'House Committee on Natural Resources', 'House Committee on Oversight and Accountability', 'House Committee on Rules', 'House Committee on Science, Space, and Technology', 'House Committee on Small Business', 'House Committee on Transportation and Infrastructure', 'House Committee on Veterans', 'House Committee on Ways and Means', 'House Committee on the Budget', 'House Committee on the Judiciary', 'House of Representatives', 'Members of Congress']"
118hres102eh,[],118.0,House Simple Resolution,102.0,Engrossed (House),Electing Members to certain standing committees of the House.,404.0,Congress,"['Congressional committees', 'House Committee on Foreign Affairs', 'House Committee on the Budget', 'House of Representatives', 'Members of Congress']"
118hres949eh,[],118.0,House Simple Resolution,949.0,Engrossed (House),,137.0,Congress,"['Congressional operations and organization', 'House of Representatives', 'Senate']"
